id,safe_type
f58015d27b9f3a78ee8b2815625e4f3b5fa74c94717ea678760786b1c74bf717,1.0
2a71fd28528bb8525f14c034d8806860d6e0c0e435ba02f9d32f9e9ef4e1c157,1.0
ad76da2e411a18b67eacda4de7b8fbbd6b2f9b85e2343eb0378e1edef9d982de,1.0
a13e9a7fbe3e7b3ea40eb42a20c817ef9312002a800fe6ef75c6e61de52d955a,1.0
73264d32528a2fcfdf5b2fefdf2f46adc1e49d6d73eabc0d312c4f7136d84c7c,1.0
681180bc82b3c807be320eb428392d81947bd6d17efb7e4b38cbc4db627ca126,1.0
edd01a75fd817b279d0420f5b656f3615f50a42599edc9692ee81f57697630b1,1.0
2a8990e3cf1329654b3d4e3ae91dc2d676ad18750f36d034b641112e55231463,1.0
72221a5b3212c2dde78eb14e492dcdbe13e44e94d88858eb8ff22d9cc5b80225,1.0
6d75137b11bf7980142138827174e7c9514348acf75f9159c6792c296a7bfb4a,1.0
9516016b2141f5fa04e9430d42053bd299654d7013467cd0ac4d81ac5a483698,1.0
45fba7c27a5eae08727038320276db8a4aa0a106734ba833517cb252d0cf9ff6,1.0
c2a30cf4f7e7849fcebb6b77abcb9f0e01f0f503a84b18079c30f015e00eb9d7,1.0
f717c51c01ba122fd7d49e2dc575659a83577ecbed7ba431f3ebbac03c8177e2,1.0
7d9c4853a5fb7834cb1ac295997356ae1c02c9c3d30cf5ec1b9cad46cdcfd66c,1.0
df816b4284ea4b19e378657534133ef2932623b8df723364b983e4bbd8e90a7b,1.0
b2e9744a451aabf25f14713abf6f2ebebdd486acbfaa78c3d933e3f44f188d71,1.0
bf397dd158deda8850c91f0d3ef92a47e65f718670d3697267006fdb15d10225,1.0
c39cdf77f3367e96925dd8340791968855ee9d1f82ff27be6dc0161654f3b8cf,1.0
887e8ecc28a0a73f2652ee3ee8c033f7ff06c95df1c8fed3d1e1eb5ae32dc69c,1.0
88d926d8eaed03980ef6d46b9fd44ac00c01c54de2c80ceb7370986e4ccbd9bf,1.0
893ad1ad8b271651cf24b66428a28fd038542500f31c5c002074eea1e4994268,1.0
637d8ee70e019edbed50e2728226ed33625c06c0c17c08f05ef7d9194390cad6,1.0
619466df146993b7e0f2c47b0c8169b080ed2b65be2ced13761eb24f3917cbbb,1.0
5e04035bdf95ca6e03802cd88d057194352f45ac62b12525c919dae9effbcaec,1.0
0477bf6aee69ec1676516fbf59b456c0b1502794ce7381c2e657587dad68d8d9,1.0
6a23c0e0554a6618b8a737c3122f5477622e5210dd8a06d240f6549970ab5d8a,1.0
a632bec81799455713ce4fa5badcb888be580b11a773462cb413f560308ac688,1.0
cbe8dad0e9a8be5b7774528be1ac8863fdac81ab44cf2ae1dd8e60a48b1108f5,1.0
97bb41bc0eb3a569d452536ab035e356532e3b657ea78a11777f27ba288ed923,1.0
ca4f2905f5e9252bd5050c61d272a3c6e00d741f39dc56ea0033286a2e3594b5,1.0
624637349d437e590b02cd6df7b52a654e4166701580155874d20b13b154298b,1.0
428331583425bc566e6eafd6884235f75ef0d59f3e5f99d36566bc62ce894a28,1.0
ccdc1d82319358e7f6aad42130c59b472dfb4178a0936e5acf314f784067409a,1.0
cf396662a9e81fc01c16b6c10a2b079e788768ba8b9c27f7e8618ff6b9cc1138,1.0
b38bb92d1c9e3cadc3ceef4a6a43aa6715c9eec7d7b69e2d362f67570ba84ccf,1.0
d9b8e80d63cc5f9a8a8f9dcf492e182679155ef28fb84735eb632d3bb0fd603f,1.0
dd94687699a0517a035c83dd74cd184e8351f72c2c82ee10b034a45e00f918bf,1.0
b37c904962fe81d0e7889b3db7ae062697027c81b7b7369a420dabc536e94a10,1.0
aab1e0bc622de2d1490a4f3025575e52b2b19b020cccad0a7d4eaeab704c3023,1.0
15e78fac3de51322c16d4e8e299bca1890efe271377feeb25236a6aa4a8b93c0,1.0
1a47e3fef365c752ec8c306783410c0a747a033865e10f536e1765bca4012ddc,1.0
b3c16c8d5db3bf57643176f1a73270c95a9722bc6e8ea5998af939a6765e156e,1.0
c255492bf2ac9d9bfdba5b85f0abfe08ac9c9a67a83d0b3ef2e8edd97aaecdd5,1.0
b43e45b06f133ebd56b85cb35da1124bbf4da443d2db11bbbf1fc84c1b1523fa,1.0
0aaabdc7d029567a69478f36dd7b1f5752e0862e0d714b6c5f62c5a6303c8a43,1.0
46942ce79a22322838a6bb4456a824439460f086f7401fda889b4969aa982cfb,1.0
cf44fdd12b9bcceebd1f2bacd1ee753a7c38b35a1d7451bd0f410a8db82ad72c,1.0
61b47e2e955dc3e278a5898b356d62e37b19da1ef46972fe1076b498ecb8739a,1.0
59f0e09608b31d7434bb6964d77f4b595a6e00af8c4f0ffecb6a7b36a05a1a29,1.0
27413492e0b0df43a2a3d3264dc0f422fdbf79c6da57271eb524f4b085e48809,1.0
7c87bcee30cda04127b9f76ca835d7700074cb1a838cdb5a6ba5b43010dc507f,1.0
8539c48e6ac447e75c0913d1839bb95f0c16113a32995e15284fb7d9687ba15e,1.0
9471c42c5709d70c0dc760830d097e499747970875952f7c9da27997fcb862c3,1.0
2cfe4ba03a841883af446e67b2e78eaaffe888c5ee558a4b65a93fcbd61c3b0a,1.0
6d179a0abb1f327c1880580d4a6517cfab06927a350498bf9388fd1922720265,1.0
4f2cec01d50b496e43fdf72359cab6b416e4f625d7919c87199eec310202ae63,1.0
e34eb6096cfa705ee0d7bdd3b43c85ced9d4b9c6440f24512a58d12e09457764,1.0
528b3c057baecc3eaa19c4f29e7d6f95ce984ff7c9350eb5e5a436f5bbaec88d,1.0
9815ebd71b0aeff02686334f3b6292f05b03a0a7543ca47bbff96059f712c080,1.0
008c5c94b7a5bd979053101e97edd3043d9f45780fa98c124e98ea02adf8570a,1.0
bb3d63b2953d9232fc4d1b841a6c30ae3ffe9c095f4002967b355cdb5c2e9c62,1.0
51aec7e7908329258141bb6fea81e1fe32ac359749fba26b4091049a66997868,1.0
7076c7e9d2dfff2988730baf71e43fbb9d947810064fd979e259562f5fc8e8f7,1.0
83067ed7457463b56345afc4a8795e65beef00f3f54c2339e59fdf4e6b2828e8,1.0
856f7b0111be9602c254685df412bfd4c12e7b08d2950f8fa5a9387ec8c99046,1.0
501ad44b0971b8e7676dee74840e215e27249b2ceed739c2d793be71d809a996,1.0
bfb963e8a27316456cf70ae57639aa5bb204d3de1c3f35d78a6c502414f1f81e,1.0
42424480b429b5b72b32b85d1fd9e5059d76385392da20499f2a18b53f9e1af9,1.0
88ef9925d0edf5cdf712f9b34546720aa7b0b69dee54eb49bd8a7f528972cb32,1.0
82696091ca8d73b167f60f04c93ae423bec0c24a446f55cde70fec3d2e8581dc,1.0
ba7c124ae0b5eaf0810e4440e7690f6477726bfe07f183f3eb1fbe7e9ef2c79c,1.0
75be114f98649fd62eceab2056b9c7fda1e52855385c18b32df1444011096d99,1.0
a9ced6de4d596ca74fc1ccff611c53e112dd7e6ba172d470a0e954283418a68e,1.0
780b9b5132e8e07976791100bf397c596f7d47f9d285bcabebcad8016d097f81,1.0
dd56ccd953588688585b0a6980fb2e8c9e8a7ee4d5b1f25a0d83f5e0ec5576e3,1.0
7e9f720cd050a19b2bcd7fec9a2907db45ab3e9ef1d7aa51bb3a97307144f808,1.0
238a3433583dc1af8081d8a5aa829dfb531d70f39e9e8a5a05aa276419eaa72a,1.0
75bad15158ccedeb896adb5c081f6eff082ece79bd81753460c2d316a2e64595,1.0
720f8facd3867f96a21b5462f994c11b709bd43d998810329abe437f36096533,1.0
51eac486aba3843ea9713811fdb6b09596e8c2b31e761f45dd8569b0a1f0ee13,1.0
a835e426b1475249cfc7c874e2aa116b13564f995b9bafc20f553d49599658af,1.0
2cd2eaa61acef190f412261e4e4f814e855258347f907499957fbbcd59fd0065,1.0
1e42825292432b14c66d7280628e9a31ccdf6e3ea163781892c677f180776711,1.0
03c16e5a6ed94df2df6c7dadd0e65d0f0574ec724f97c1dbcc8d4f2bc1d138bc,1.0
0dd9adda740eda6c118f02da320f4decbdaf264e19186faa85c79b0d1dec26d5,1.0
8dc1b10585215a1c6cd1ea5947fa5889f7ae6c7177ffe8b180604a3e71496714,1.0
cedd17fcd3a9f387e9f19ae5e264365671d4ce6913bbe0c1dd30722a9d102c35,1.0
93d029c9adf015e36a11443276bf66165eb41a938aacbffd28f00fcc9501fbc0,1.0
9b9243da9f6eb0a237fe83bd78c23576203e81aa15d51f20516f316b71528323,1.0
c74b0b54a9e32b710d1d4f24c95fa0412dc26587bde30069a19f5348ae025172,1.0
eea3fd2a7dd4c7229cd50b1ebab87dad0d5a73a6b9c14f4e9e9cba9660ae58db,1.0
420e92de91d32f409ac1e65d992d2f3e12f4e170dcde042b72223736e0a3745e,1.0
a9b30f665de070f0d1247ee0dca6d9ba3f0255310ef694ab95d6e0ec41b1d7ba,1.0
db43d9db00d0b3142ff4da3649da8b44206e6e913762701debfc204ea89ba2f4,1.0
10622dc261b0d68ca6eb9759338201866a2ed34a9f250f2c4e9fd31dcf3f4032,1.0
a4edcc1449038c883e17180453596dd2e7783a695a107e55ea0e5cb5fddd2831,1.0
af73f549bc68d7e085bc3befd541a693089cb9c00907a6e8b08192310735a034,1.0
e760cb71ddfd418cf4b9b2fa5fe860c496064a2860016566f1a1105288170e6d,1.0
28d07b7d71e3208ecf84ef372a5c314d1695dd7585fa90aed2411770b9eda54e,1.0
aca53389f7b9fe689d66d27a40590b965cc6807e06b5007340bd083d8f7e9bc7,1.0
e55cc9d54a259d0ad7ecc2f3fb9f66ce9ae7fd85de24b30e07685b09d69364c5,1.0
6311b609e0bc4d9f207dbfd469356a59b7a7442815f31d56525edec0d4465479,1.0
634b00f00e8aef020323294567a03a679f5a9f0928bc44d33784c9ece8445fcd,1.0
c50462e749cb69e9d63c1f68c4ec6d1c48976c23c8d389db76a4ec147e9dd8a7,1.0
64423dfc0b36ea148b55e942115393f7ee9f00ed2441bc9f5af75979fe019056,1.0
2f7c4d302dcf38d571ab0fbb71b53dc4523f925c5f930c92eed2b25cd37e7ba5,1.0
4368c6a8e339d99da2ad274bd54dae9454b3c30b7270ecd13400b3f06ea61526,1.0
d2cc47b2a939bf18a76ca00f74a526132054e0a9735dd15523faf53b3d0baab5,1.0
8cb97c43e32d908b073c73bf20da5525877cfbe8c831058ce80945d3e929c47f,1.0
72119e2d00062ad2be46ca440499af9afe7fe9b94603f3eafcf3517cfb38a7e0,1.0
ef117cf68f9be78e0974e440c0b0d9710a490c191e12748bcd46d0f1a0a63d16,1.0
831126558db90b829474bd4018098f403d72b5a80cc881a9fbf90b40b0747826,1.0
997de63ab8d10e8de5ba353436fc14ba8f6b304d76fdb96c7d9fc90221570e13,1.0
8da6f7c144def9970fcc67506a6edb7cb38c1e27b9c7f2dd06f100d2e084bcb4,1.0
c5da864129a74cb23fb301cfc25aed1ec5bc6a75e87cf402e454612d28e2cb18,1.0
89546aeda2097e21cdce33df35d0f99c22d37f9141341994889e8bd318a7711a,1.0
9848367235740937517f0993e8ae7db838f897b5bbcde703775235460c2ca0df,1.0
404cd2adfbfbe349fec863fe48a93842ef1bcfc26a41088b967bdbd06bf742d1,1.0
1243edd767ba85320222c6d912238fccacd08a1d3c859d310ac30be2746fc320,1.0
e7c1b2027956e6d9946672408c5714122cfd4234d061a4d6db5280abcd0c6244,1.0
df932298a6807577458f7665d9f31587825722bb51c023d5bf111d264942de72,1.0
2da8bbe70b259977bbb5b1c0892062c7fcf30d0aafb700c11251a577b9efd163,1.0
1b33528282e6f6435c701f57969db3d6d619a17c6a9c2724fab4824e150affbc,1.0
be41c31812e37521439e4c814fb74122e92a8d1ddfe54b6be567f41b5510896d,1.0
e12687e8d9055ac36e361be7cc93d286189055d72fcfa1f1ed0db4060cb174af,1.0
f4f61b15c5fb50bd01c4eb5de566142329b21acf328dc4483756425fff09ba29,1.0
f0b3d7de9bd90251630f838234686743db1c5c3067bdb0ed8696a07b4a5d432c,1.0
840d9a4fc7fbd863f59545e78760e08560c222ebe3ae3d7c751ad94646bc8e96,1.0
1f698c24af58338641ab93d5cc9ea2d6befe6a3694d2ae596b7fd35a4a1ee94e,1.0
43fdaec53840a0c0986ff046314a1e1cb910ecd72462d423050c0f9c75e1f1a7,1.0
1ff0cdf864161c1314670be7bac172b85766dd15d40fc956f87fd740b944b5e2,1.0
7aa73b1853487226ba34da373f54c8d52c63c65b54371c8495914065d27e88e7,1.0
d9b5ec4a3dd4da44fee9d8ad426e3a858ad18068f2bffc32963229031c689604,1.0
2d32a8a1bc32303b8bbc00a9ae1a79dd194fb6b062ab5310aee4202c6008bb15,1.0
3263384b936e70e2b34bf3b2c34f57dcdc047dbe97ad41eb3914a5435270bfa5,1.0
f8e18d9a13cf9e60be36492e8c3b3bd0254573160126749728079bf550cd48e1,1.0
e64edaa3b786d7e0a7583fd9e446c2ce8c24a1b4d14e85f9961ba616c331301a,1.0
733c1301238ad5fe2ec51cb8896ea7655bdaf650f5ef9b8ced736e639f67b694,1.0
5565088fad4876c9954812103d581869f24919efc47f357daaddabca1a68ea16,1.0
cd26a681ce314b7cbacec5860830c18f3734bda48b2b513eb1d7b9675309d936,1.0
16cf8ec679d67e314680f96e9198b2f5c7e9ee5cdfbcf4c4e29e9c43975578a0,1.0
b7c89a58344e4c1045a1f762f7e67b69493d11c095ed0b342f28300332faf244,1.0
d817caf30f3a85e54c83d3128b7d55de07b37733416b59485b85d6611c8b5e34,1.0
d55612b3b0ae14464418bfc001b236f47dd90ebdb8e8f4f6dfe140e4e1b047b4,1.0
7bb6934f18502259e8d8f85a5af33f38a59f49737de84ccaf8dedbb34adee63d,1.0
6796a27e9783c4c93156c29c4bea93154ef2b4325b3eb5a0357ed8729805eeb4,1.0
f14090fe8cc6cacbf8656d178c302d83847c1ebe83bc4f903e8cd9d3dd6f0ad5,1.0
b266df0d47fb134f0fe1f19a18972f5520efc4d7a6f2ef04bc9f6d8e9b40dc55,1.0
bd64d34786b86d8da9a3f934023d46caa097239efd17826bd57eda106f56b3ab,1.0
4789b8dcbea14dfa4c4536a9d7ee7c2476d6fba6b8a120595c1b0aa7bb07a942,1.0
160efd2e6dc54cd5cdde5dc028c47080029c5870878488373fa873ec1cdaa85c,1.0
cae9e4de7a5840a3ceef80205d5389dfc9e383dd9c628ebdd0f8162216994e91,1.0
f782418a66815f04faa57c3fed186132e7063456b4739ad00d93db7552e3d84d,1.0
2db3b3fb9d71ed832ee8cadd96a24b421b0639bad9f85993ec10d08337333f12,1.0
2b7ba2dcdc1ed8f959267c09d4d13cd03844d489fc3d9e0898e5cebd2d53b456,1.0
c3678ebe51df67c6162c7b3868fe66c213d07906f3d0af50056ca662de7bef3b,1.0
20774c3a6ca33873463774b016987d084bc571d7edcc70edc3e2593fa0b01c99,1.0
924962c6062993fe84d5406a320e09382df0ebe5988a9abc330b6f923e29d896,1.0
5bf52be8ea0c2fed0efe9140d3979e74a09167186d75438f5b77ecaeb4ae9b3c,1.0
324fecb4d5cc499a27462e6722e2eb5be6de48465d195910037b4216a5a13f9a,1.0
da264c9fd45e4ec6ba051fd42145a560bc51721e0168d9a260c0025f37a45f76,1.0
da7b69fbef13de64070aca7a1b933cdf98011960749b76867a1cb9046c5c0fc2,1.0
95f81e20995da0b9e79d42562f451b78f722ab5a99542326667dbf32f20e7e71,1.0
b6f5e5a9f8873302e85234f3a4a09ae294b54045c3aeaf5f9dc943d096332339,1.0
633d4cd4325c2cbf7b68de47623d35ef294735d7e95829976c8fdca45054fefa,1.0
495d94ce0caae28b5b12bd0df869ebd5f0cb6077156ec7c7480ad205025bf8f7,1.0
6bc50ed289c91d8e78d519daa73363b628490c3aac4fbc4407689531ad87f396,1.0
e0b4ae599ae73c4599dbda869b5370b2ac1fe5b81f03836befa1e04dc54ea1f8,1.0
d0aca8eba884ff3ba5d5b4cd62f59b949eb78c1457ee6276ae3510afdc382fb0,1.0
04b34571397183f4c4f51337cc99266d1840cf61d5d865ca92d45fe9c4b2149a,1.0
6b3bf8245b7d4b023cd6a5afbd0111498a94e9a2c2130c3dc488bd3ecd4b29f4,1.0
4e9a1c14497f2b7eca0039cbd6004bfd2336c98f7c0f3b811b701a3bd77a9c7b,1.0
b440b1d6143dfe364036d308ee94ae2f3051e13bf3e2211d460381757b2ba595,1.0
905112dc7da29404d760d46cf0611d41f44b23a8ee5bf0b4f8eb20c66a326d7e,1.0
38cbb2b6da3c9296bb8a51e81338c58a3144fd7ebdcbcb6888b6a2dce06dd872,1.0
6d0da30e4a415c2431ec703a64bf47a659c617f56d53d369089549eca08a5c14,1.0
249a7b5f3c21bfa753191b5e43a248db6805d0706b4a579932fb9d41f59dee29,1.0
66523117dff9401d3e04fd7dfd3b35b99d631a97c855aad5c44b716f20382114,1.0
1e00712a60650d9ea6e274334f1cf320135c4d3f651836ad517be2319685306b,1.0
1eea025762e9b463a33f94ed7280d403a9d972e8af58bc8ce8ca5dd38e7d92ac,1.0
03e88ebba5510a73ff1a4df95d9d6e3f24c205e4afc7491c659b5f09c4708e77,1.0
dde4647b010f593194d900aa38fcd0d8a51c22b6379fce20ee80ad4c1e9f6aad,1.0
98d79f8c2bac06bc3cc82765829a07a6fc5d81b8581373ee56547c10138fa0ff,1.0
1c6ae4a093a91512c2c05b05948d30c4ea88048d815e4d66deb6c5fa0dc4c80f,1.0
60ed996cafd6064ac19ef6a8dbd614e7ad69c79e1ce7c11dc491a2b7f5be86d9,1.0
9be3241e62a37f9809be2345546f513326e93cba4c09e2436e1acf610f54f610,1.0
693f8971579356f83f6d2d8291bf7d80b77c9fcdaaa471799b006dd6beb4db5c,1.0
4eb708c1d322f35733b9d2f1d714cc46ba314e72d0184e6bbd0b2998d273ecb9,1.0
7db4b7d5c16327fa2619c21ee49c9880ec503f5effcb67ef1dc430de2ab0bfba,1.0
00a301c255b2441c25ea5a810e9adf20500775a1fe069c24aaa53808e289f210,1.0
82d5a43e3023a11101090ee5a3b261fdc56d4d1528953f2711c86a837df0475e,1.0
70147fd6b05c1d128fb60ac16f79bd5d99de2f766f41e15f82617bb6e59139b3,1.0
ba4d494f70207823df9643128564027813dbb28d0ebb10c59c2c54c776ae0366,1.0
ced7db357e623080e414d78c54dc92779279d6466d9be20810299222c5f11eda,1.0
336061c57823dbf82b9abb01d656270747c81ee93c5ece6c9eca154e708bb434,1.0
deb73bee7edb1e0db4385a6a12f961231b5b0d8556facd5550ce926e67bc2b2a,1.0
fb14cdb5da3179c205e3bdfda5d94b40320cd0c880ca195ea8f2dd86f8b3bd47,1.0
6c0344027f76fba5c3e87d34f3b765e1a584bfbbdfcfdc04645c3f0579c4667d,1.0
7a19eae5caa4ea4ef955540c19b7c918db2d74e2371468c2f5eebda1a3b34a15,1.0
648ab577b2b9549e421237343b474150e00268389475dd5a4a5b83f614bb6ee2,1.0
4b21c78fb5938fcbbbd0208908b83c6effe0310b70b3e879bd5b83c65e75f406,1.0
d3ab7d682b74dcad98c65d15f966c02f639de5a5e75c575a8c8a350e87e3bc27,1.0
be0791462d264f2215e99551ab1d6fe3bc2d06a7fe2460438153846938877e4c,1.0
9c7cb4a419a90ace0ee82ada37556c6941d31ccebd2909c1fd1807b07ab52d3d,1.0
76a04afc17792414be36995f55056621b9f3dfc6f8ee10476385e3b75d9e7e99,1.0
2254de01ae9350743fea82ddce1a6bce79fafd11565abb0b1e8387d7cf7fca44,1.0
9525b421dfb18f320e76816098e779e088da3cf9031c419c8f15168f35e2ad14,1.0
3493a0e7f6b2635148b42aeca931dfe43db5da21f1d595c5ec261272f15975f2,1.0
f38fbd9d0cb1dcb81c08eff0afac81933bd5924b22c07c0925ad357bdd38b7fe,1.0
875136aa507419e7525d656530faa7de857dd4e7853d56c80bd574e1dd995876,1.0
b173b18380d58da18e6913b3cb9d796a44fcfd78657cd294f6f69b26392370dd,1.0
cc5b9ea98ae21d9e720b3b10ff2ec275af821677e25abbc76d2048e6b7bf9074,1.0
14744741b37e3ef0619f0a7b3cfef601a810ef6ac2c6923445d8f7c556ad2ea3,1.0
